nombre_hotel,reviews_hotel,rating_hotel,precio_medio_por noche,ciudad,servicios,link
Mallorca Suites,16,4.5,240.0,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d15664705-Reviews-Mallorca_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Palma Old Town - Turismo de Interior,19,4.5,164.5,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d15634473-Reviews-Palma_Old_Town_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hostal Ritzi,133,3.5,,Palma de Mallorca,"['Free Wifi', 'Breakfast included']",https://www.tripadvisor.com/Hotel_Review-g187463-d317688-Reviews-Hostal_Ritzi-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Cristina Apartments,13,4.5,,Palma de Mallorca,"['Pool', 'Restaurant', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d1190288-Reviews-Cristina_Apartments-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hostal Corona,111,3.5,,Palma de Mallorca,"['Restaurant', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d1444093-Reviews-Hostal_Corona-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Borne Suites,11,4.5,301.5,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d15680452-Reviews-Borne_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
The Hype Beach House,17,4.5,382.5,Palma de Mallorca,"['Free Wifi', 'Pool', 'Beachfront', 'Outdoor pool', 'Restaurant']",https://www.tripadvisor.com/Hotel_Review-g187463-d15069943-Reviews-The_Hype_Beach_House-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Palma Port Hostel,38,4.0,30.0,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d10749965-Reviews-Palma_Port_Hostel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Joe's Gomila Boutique Hotel,10,4.5,166.5,Palma de Mallorca,"['Restaurant', 'Room service']",https://www.tripadvisor.com/Hotel_Review-g187463-d23620997-Reviews-Joe_s_Gomila_Boutique_Hotel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Remolars3 Townhouse,8,4.5,263.0,Palma de Mallorca,"['Free Wifi', 'Beachfront', 'Airport transportation']",https://www.tripadvisor.com/Hotel_Review-g187463-d15709874-Reviews-Remolars3_Townhouse-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Barceló Aguamarina,7,4.5,,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d27475118-Reviews-Barcelo_Aguamarina-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Agroturismo Son Bauzanet,12,5.0,,Palma de Mallorca,['Outdoor pool'],https://www.tripadvisor.com/Hotel_Review-g187463-d10521977-Reviews-Agroturismo_Son_Bauzanet-Palma_de_Mallorca_Majorca_Balearic_Islands.html
La Mimosa Guesthouse,91,3.5,,Palma de Mallorca,"['Free Wifi', 'Breakfast included', 'Pool', 'Outdoor pool', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d1150873-Reviews-La_Mimosa_Guesthouse-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Montmari - Turismo de Interior,11,4.5,239.5,Palma de Mallorca,['Free Wifi'],https://www.tripadvisor.com/Hotel_Review-g187463-d6427327-Reviews-Montmari_Turismo_de_Interior-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Confraria Singular Suites,7,4.0,246.5,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d23163953-Reviews-Confraria_Singular_Suites-Palma_de_Mallorca_Majorca_Balearic_Islands.html
The Boc City,12,4.0,107.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d24043005-Reviews-The_Boc_City-Palma_de_Mallorca_Majorca_Balearic_Islands.html
