nombre_hotel,reviews_hotel,rating_hotel,precio_medio_por noche,ciudad,servicios,link
Puro Hotel Palma,1131,4.5,252.0,Palma de Mallorca,"['Free Wifi', 'Breakfast included', 'Restaurant', 'Room service', 'Spa']",https://www.tripadvisor.com/Hotel_Review-g187463-d305578-Reviews-Puro_Hotel_Palma-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Posada Terra Santa,1695,5.0,319.0,Palma de Mallorca,"['Free Wifi', 'Breakfast included', 'Pool', 'Outdoor pool', 'Restaurant']",https://www.tripadvisor.com/Hotel_Review-g187463-d6479649-Reviews-Posada_Terra_Santa-Palma_de_Mallorca_Majorca_Balearic_Islands.html
"Castillo Hotel Son Vida, a Luxury Collection Hotel, Mallorca",1203,4.5,417.5,Palma de Mallorca,"['Free Wifi', 'Free parking', 'Breakfast included', 'Pool', 'Heated pool']",https://www.tripadvisor.com/Hotel_Review-g187463-d234557-Reviews-Castillo_Hotel_Son_Vida_a_Luxury_Collection_Hotel_Mallorca-Palma_de_Mallorca_Majorca_Ba.html
Calatrava Mediterranean Sea House,830,5.0,431.0,Palma de Mallorca,"['Free Wifi', 'Restaurant', 'Airport transportation', 'Room service', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d4067341-Reviews-Calatrava_Mediterranean_Sea_House-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Nivia Born Boutique Hotel,119,4.5,337.0,Palma de Mallorca,"['Free Wifi', 'Restaurant', 'Room service', 'Pets Allowed', 'Bar/Lounge']",https://www.tripadvisor.com/Hotel_Review-g187463-d23082585-Reviews-Nivia_Born_Boutique_Hotel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
"Convent de la Missió, grand luxury boutique hotel Adults Only",605,4.5,426.0,Palma de Mallorca,"['Free Wifi', 'Pool', 'Heated pool', 'Outdoor pool', 'Restaurant']",https://www.tripadvisor.com/Hotel_Review-g187463-d266124-Reviews-Convent_de_la_Missio_grand_luxury_boutique_hotel_Adults_Only-Palma_de_Mallorca_Majorca_.html
The Boc City,12,4.0,107.0,Palma de Mallorca,[],https://www.tripadvisor.com/Hotel_Review-g187463-d24043005-Reviews-The_Boc_City-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Sant Jaume Design Hotel,529,5.0,372.5,Palma de Mallorca,"['Free Wifi', 'Pool', 'Heated pool', 'Outdoor pool', 'Restaurant']",https://www.tripadvisor.com/Hotel_Review-g187463-d12146483-Reviews-Sant_Jaume_Design_Hotel-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hotel Bordoy Continental Palma,650,4.5,177.5,Palma de Mallorca,"['Free Wifi', 'Restaurant', 'Room service', 'Bar/Lounge', 'Fitness center']",https://www.tripadvisor.com/Hotel_Review-g187463-d628863-Reviews-Hotel_Bordoy_Continental_Palma-Palma_de_Mallorca_Majorca_Balearic_Islands.html
Hotel Joan Miro Museum,421,4.0,133.5,Palma de Mallorca,"['Free Wifi', 'Pool', 'Outdoor pool', 'Restaurant', 'Room service']",https://www.tripadvisor.com/Hotel_Review-g187463-d483372-Reviews-Hotel_Joan_Miro_Museum-Palma_de_Mallorca_Majorca_Balearic_Islands.html
